file,emotion,tempo,rms_mean,rms_std,zcr_mean,spectral_centroid_mean,spectral_rolloff_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
Q2_--2B4d4lQhs_0.wav,Angry,135.99917763157896,0.028093213215470314,0.01780804619193077,0.05916650072871475,945.2717793544734,1750.676272179196,0.15192827582359314,0.1852220743894577,0.4100901484489441,0.19016435742378235,0.30691468715667725,0.29448285698890686,0.17841175198554993,0.330087274312973,0.19669640064239502,0.3663392961025238,0.2671472132205963,0.17773407697677612,-373.5046081542969,132.55735778808594,161.86557006835938,51.24713134765625,-30.862462997436523,23.0137939453125,25.367647171020508,16.041717529296875,-0.5284477472305298,12.34095287322998,-1.5423059463500977,8.29352855682373,-8.828948974609375,7.777188777923584,-5.7390642166137695,9.696352005004883,-7.843818664550781,9.294587135314941,-6.270469665527344,10.512431144714355,-0.8873304128646851,9.455965042114258,-4.213837623596191,9.668607711791992,-10.231133460998535,8.595765113830566
Q2_--2B4d4lQhs_1.wav,Angry,117.45383522727273,0.04057672247290611,0.016952626407146454,0.06946605713555859,1086.7731503895195,2007.1350929197888,0.18365755677223206,0.19358812272548676,0.3624710738658905,0.20509186387062073,0.31985828280448914,0.3219662606716156,0.17840349674224854,0.2887749969959259,0.2848494052886963,0.5213585495948792,0.33228763937950134,0.176369309425354,-297.68115234375,118.50532531738281,163.7859649658203,46.9956169128418,-40.93796157836914,16.83852767944336,26.619178771972656,13.022910118103027,-6.975179195404053,11.11634635925293,4.887759685516357,6.80739164352417,-6.469104290008545,7.491117000579834,-2.6320221424102783,8.879721641540527,-6.9101338386535645,10.465279579162598,-1.6928553581237793,9.215262413024902,-1.6322511434555054,10.34538745880127,-2.8681092262268066,12.655953407287598,-9.008170127868652,9.728748321533203
Q2_--2B4d4lQhs_2.wav,Angry,143.5546875,0.03467400372028351,0.02092389203608036,0.0620969605850908,983.4042650644445,1828.4552978086556,0.2103177160024643,0.24072280526161194,0.4338303208351135,0.1871109902858734,0.2617180645465851,0.26756811141967773,0.19619037210941315,0.2662457525730133,0.251385360956192,0.5619115829467773,0.266787588596344,0.1505846232175827,-339.8052062988281,147.20602416992188,162.47740173339844,50.93128204345703,-30.41801643371582,24.119077682495117,23.475156784057617,18.026073455810547,-5.533970355987549,11.98050308227539,1.314111590385437,7.054439067840576,-7.766776084899902,8.2678861618042,-3.164642095565796,8.175984382629395,-9.832139015197754,7.920428276062012,-4.708078861236572,7.819430828094482,-2.2331936359405518,7.719970226287842,-2.6871023178100586,8.726103782653809,-9.973058700561523,8.256364822387695
Q2_-jJVb0xvbdg_0.wav,Angry,135.99917763157896,0.017547084018588066,0.01224643923342228,0.06696877486297736,988.6764184530232,1749.077825262995,0.33331599831581116,0.1533944308757782,0.08118152618408203,0.17667162418365479,0.1558077484369278,0.24507558345794678,0.09966029971837997,0.2227458357810974,0.2764517366886139,0.23265041410923004,0.40230584144592285,0.15890316665172577,-438.15692138671875,123.63117980957031,146.8659210205078,51.38523864746094,-33.748512268066406,17.5659122467041,17.545312881469727,17.942699432373047,1.6687555313110352,16.08275032043457,-4.5926337242126465,11.101760864257812,-7.377045154571533,10.627520561218262,-5.8864521980285645,12.058426856994629,-7.4728193283081055,12.508514404296875,-6.607608318328857,11.626235961914062,-8.633334159851074,12.073718070983887,-8.198629379272461,11.830187797546387,-7.300728797912598,11.950455665588379
Q2_-jJVb0xvbdg_1.wav,Angry,135.99917763157896,0.03431696444749832,0.016773663461208344,0.06131210219236209,1033.4419084132096,1945.2370823019803,0.2707314193248749,0.356600284576416,0.21930833160877228,0.17552918195724487,0.19974549114704132,0.21672439575195312,0.22285196185112,0.2211848497390747,0.4047134220600128,0.2759554088115692,0.3218664228916168,0.30321961641311646,-332.4753723144531,133.2996368408203,162.58392333984375,54.62932205200195,-38.035953521728516,16.27289390563965,29.83692741394043,14.296710968017578,-5.481179237365723,9.385723114013672,2.407432794570923,8.165140151977539,-8.376395225524902,8.615921974182129,-3.2193074226379395,8.71468448638916,-8.365077018737793,8.533509254455566,-1.6212184429168701,9.024539947509766,-4.253073692321777,9.04251766204834,-4.10636043548584,9.73100471496582,-7.4564337730407715,9.32438850402832
Q2_08t73Qgjkt4_0.wav,Angry,135.99917763157896,0.010752180591225624,0.007645213510841131,0.05397153204690346,819.1045903378796,1498.229480180584,0.18003931641578674,0.21411843597888947,0.15573355555534363,0.3704061806201935,0.2654470205307007,0.18581585586071014,0.3551814556121826,0.19571931660175323,0.2655835449695587,0.1758391410112381,0.32889020442962646,0.3726993203163147,-487.16546630859375,118.32173919677734,170.15135192871094,61.20459747314453,-20.822969436645508,24.637123107910156,18.48111915588379,13.049424171447754,11.838726997375488,13.219535827636719,-4.173552513122559,6.6710662841796875,-2.5443923473358154,8.404579162597656,-10.267448425292969,8.320755958557129,-10.73137378692627,8.65306282043457,-2.8688385486602783,6.375547409057617,-0.7363458871841431,9.3467435836792,-1.769294261932373,9.646546363830566,-2.557333469390869,8.601268768310547
Q2_08t73Qgjkt4_1.wav,Angry,67.99958881578948,0.01324059534817934,0.007697437424212694,0.053494077086280054,830.7661518840673,1582.5153010906558,0.2112472504377365,0.2454923838376999,0.1636970192193985,0.26952752470970154,0.14981015026569366,0.16103874146938324,0.3800708055496216,0.22529082000255585,0.38905635476112366,0.22875173389911652,0.40522855520248413,0.4517517387866974,-455.465087890625,120.6116714477539,185.36666870117188,61.78691482543945,-31.726469039916992,20.787979125976562,21.13564682006836,14.287686347961426,10.244401931762695,13.350099563598633,-4.247779846191406,7.473898887634277,-4.135759353637695,8.513036727905273,-8.090771675109863,6.707757949829102,-9.819084167480469,7.964619159698486,-4.4726080894470215,6.933839321136475,-4.112645149230957,6.2032389640808105,-4.29270076751709,7.41572380065918,-2.0600781440734863,8.121705055236816
Q2_08t73Qgjkt4_2.wav,Angry,69.83741554054055,0.015759166330099106,0.01019136793911457,0.056861604312723746,883.4515132188924,1605.0908710051835,0.21629641950130463,0.30928531289100647,0.1746925562620163,0.35490718483924866,0.29222291707992554,0.18832780420780182,0.31733888387680054,0.1759575754404068,0.3053288161754608,0.18108727037906647,0.2986248731613159,0.40390753746032715,-438.4779968261719,120.31197357177734,180.23707580566406,49.823787689208984,-31.001819610595703,23.291580200195312,20.996841430664062,15.634873390197754,5.606881141662598,14.081783294677734,-1.3386709690093994,7.952333450317383,-4.140361785888672,9.912389755249023,-7.214622497558594,9.020660400390625,-7.3133320808410645,8.7066650390625,-2.6616158485412598,6.6683349609375,-0.21979102492332458,9.936306953430176,-3.938265323638916,10.289867401123047,-5.820112228393555,8.990466117858887
Q2_0H4rq0L9OSw_0.wav,Angry,129.19921875,0.015916692093014717,0.010859507136046886,0.05060315775775416,872.2916911606281,1674.4260802205988,0.2774554193019867,0.30962443351745605,0.23652908205986023,0.2907951772212982,0.27692025899887085,0.34241795539855957,0.21696814894676208,0.28039851784706116,0.324203222990036,0.20726945996284485,0.36246535181999207,0.22513264417648315,-426.06365966796875,125.06306457519531,165.1830291748047,55.82654571533203,-28.47121810913086,25.265003204345703,21.53110122680664,12.432110786437988,7.028596878051758,11.692519187927246,-1.3379677534103394,7.471534252166748,-3.536221981048584,8.239340782165527,-1.6532831192016602,8.703495979309082,-1.6381701231002808,8.101774215698242,-3.7102675437927246,7.499114513397217,-3.270718812942505,5.765129566192627,-7.243546485900879,6.644316673278809,-8.218856811523438,5.906587600708008
Q2_0H4rq0L9OSw_1.wav,Angry,129.19921875,0.026253385469317436,0.017999252304434776,0.06278454296322489,1031.0973160420883,1883.6679590810643,0.22455619275569916,0.38164860010147095,0.2253401130437851,0.25357210636138916,0.18441104888916016,0.2632310390472412,0.1057029440999031,0.17576393485069275,0.3240657448768616,0.27734994888305664,0.37989380955696106,0.15571561455726624,-393.4335632324219,170.2342529296875,145.7425994873047,65.0224609375,-31.15026092529297,22.63587760925293,22.6641902923584,15.652544975280762,-4.054966926574707,11.230914115905762,1.6389191150665283,7.52433967590332,-7.495532035827637,8.861075401306152,-3.4899086952209473,7.9722819328308105,-5.464569091796875,10.641730308532715,-0.09715551882982254,8.956923484802246,-2.0753402709960938,7.322998523712158,-2.3838951587677,9.342846870422363,-7.579594612121582,7.929991245269775
Q2_0J7lX-Tcx-w_0.wav,Angry,143.5546875,0.01962132938206196,0.011629109270870686,0.05962763547560113,881.8851254175845,1586.611787399443,0.18741625547409058,0.3232031762599945,0.14404846727848053,0.3231784999370575,0.30052244663238525,0.0965241864323616,0.07759079337120056,0.22961227595806122,0.6746280789375305,0.2158966064453125,0.0643281638622284,0.11051563173532486,-425.7331237792969,139.6136474609375,167.56556701660156,61.41159439086914,-30.645971298217773,25.919984817504883,23.681455612182617,14.339424133300781,-1.9313267469406128,10.866348266601562,-5.773441314697266,7.076043605804443,-9.075106620788574,7.82378625869751,-12.310693740844727,9.741328239440918,-12.390378952026367,8.899131774902344,-6.224496841430664,7.758395195007324,-3.835611581802368,8.943117141723633,-2.9055309295654297,9.919225692749023,-9.21847152709961,8.148775100708008
